Project,Module,File,GT,TFIDF@10,Score@10,TFIDF@20,Score@20,TFIDF@30,Score@30,TFIDF@40,Score@40,TFIDF@50,Score@50,TFIDF@60,Score@60,TFIDF@70,Score@70,TFIDF@80,Score@80,TFIDF@90,Score@90
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceConfRunningAndRecordingEvent.java,FreeSWITCH,FreeSWITCH,102.29,FreeSWITCH,102.29,FreeSWITCH,102.29,FreeSWITCH,102.29,FreeSWITCH,102.29,FreeSWITCH,102.29,FreeSWITCH,102.29,FreeSWITCH,102.29,FreeSWITCH,102.29
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/DelayedCommandSenderService.java,FreeSWITCH,FreeSWITCH,100.81,FreeSWITCH,100.81,FreeSWITCH,100.81,FreeSWITCH,100.81,FreeSWITCH,100.81,FreeSWITCH,100.81,FreeSWITCH,100.81,FreeSWITCH,100.81,FreeSWITCH,100.81
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/response/XMLResponseConferenceListParser.java,FreeSWITCH,FreeSWITCH,100.18,FreeSWITCH,100.18,FreeSWITCH,100.18,FreeSWITCH,100.18,FreeSWITCH,100.18,FreeSWITCH,100.18,FreeSWITCH,100.18,FreeSWITCH,100.18,FreeSWITCH,100.18
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/ExternalProcessExecutor.java,Presentation Conversion,Presentation Conversion,78.26,Presentation Conversion,78.26,Presentation Conversion,78.26,Presentation Conversion,78.26,Presentation Conversion,78.26,Presentation Conversion,78.26,Presentation Conversion,78.26,None,78.26,None,78.26
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocInvalidMimeType.java,Presentation Conversion,Presentation Conversion,82.07,Presentation Conversion,82.07,Presentation Conversion,82.07,Presentation Conversion,82.07,Presentation Conversion,82.07,Presentation Conversion,82.07,Presentation Conversion,82.07,Presentation Conversion,82.07,None,82.07
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PageCounter.java,Presentation Conversion,Presentation Conversion,89.56,Presentation Conversion,89.56,Presentation Conversion,89.56,Presentation Conversion,89.56,Presentation Conversion,89.56,Presentation Conversion,89.56,Presentation Conversion,89.56,Presentation Conversion,89.56,None,89.56
bigbluebutton,Apps,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/PathCommands.java,None,BBB web,40.93,BBB web,40.93,BBB web,40.93,BBB web,40.93,None,40.93,None,40.93,None,40.93,None,40.93,None,40.93
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/SvgConversionHandler.java,Presentation Conversion,Presentation Conversion,79.02,Presentation Conversion,79.02,Presentation Conversion,79.02,Presentation Conversion,79.02,Presentation Conversion,79.02,Presentation Conversion,79.02,Presentation Conversion,79.02,None,79.02,None,79.02
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocConversionRequestReceived.java,Presentation Conversion,Presentation Conversion,82.07,Presentation Conversion,82.07,Presentation Conversion,82.07,Presentation Conversion,82.07,Presentation Conversion,82.07,Presentation Conversion,82.07,Presentation Conversion,82.07,Presentation Conversion,82.07,None,82.07
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/ConferenceServerListener.java,FreeSWITCH,FreeSWITCH,101.40,FreeSWITCH,101.40,FreeSWITCH,101.40,FreeSWITCH,101.40,FreeSWITCH,101.40,FreeSWITCH,101.40,FreeSWITCH,101.40,FreeSWITCH,101.40,FreeSWITCH,101.40
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/event/EslEventHeaderNames.java,FreeSWITCH,FreeSWITCH,97.95,FreeSWITCH,97.95,FreeSWITCH,97.95,FreeSWITCH,97.95,FreeSWITCH,97.95,FreeSWITCH,97.95,FreeSWITCH,97.95,FreeSWITCH,97.95,FreeSWITCH,97.95
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/StopSoundCommand.java,FreeSWITCH,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/event/EslEvent.java,FreeSWITCH,FreeSWITCH,81.74,FreeSWITCH,81.74,FreeSWITCH,81.74,FreeSWITCH,81.74,FreeSWITCH,81.74,FreeSWITCH,81.74,FreeSWITCH,81.74,FreeSWITCH,81.74,None,81.74
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/ICallbackEvent.java,BBB web,BBB web,74.81,BBB web,74.81,BBB web,74.81,BBB web,74.81,BBB web,74.81,BBB web,74.81,BBB web,74.81,None,74.81,None,74.81
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/StunTurnService.java,BBB web,BBB web,75.21,BBB web,75.21,BBB web,75.21,BBB web,75.21,BBB web,75.21,BBB web,75.21,BBB web,75.21,None,75.21,None,75.21
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/IVoiceConferenceService.java,FreeSWITCH,FreeSWITCH,101.02,FreeSWITCH,101.02,FreeSWITCH,101.02,FreeSWITCH,101.02,FreeSWITCH,101.02,FreeSWITCH,101.02,FreeSWITCH,101.02,FreeSWITCH,101.02,FreeSWITCH,101.02
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/PageConvertProgressMessage.java,Presentation Conversion,Presentation Conversion,84.10,Presentation Conversion,84.10,Presentation Conversion,84.10,Presentation Conversion,84.10,Presentation Conversion,84.10,Presentation Conversion,84.10,Presentation Conversion,84.10,Presentation Conversion,84.10,None,84.10
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/example/HeartbeatThread.java,FreeSWITCH,FreeSWITCH,87.06,FreeSWITCH,87.06,FreeSWITCH,87.06,FreeSWITCH,87.06,FreeSWITCH,87.06,FreeSWITCH,87.06,FreeSWITCH,87.06,FreeSWITCH,87.06,None,87.06
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/ThumbnailCreator.java,Presentation Conversion,Presentation Conversion,86.19,Presentation Conversion,86.19,Presentation Conversion,86.19,Presentation Conversion,86.19,Presentation Conversion,86.19,Presentation Conversion,86.19,Presentation Conversion,86.19,Presentation Conversion,86.19,None,86.19
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/ImageSlidesGenerationService.java,Presentation Conversion,Presentation Conversion,160.21,Presentation Conversion,160.21,Presentation Conversion,160.21,Presentation Conversion,160.21,Presentation Conversion,160.21,Presentation Conversion,160.21,Presentation Conversion,160.21,Presentation Conversion,160.21,Presentation Conversion,160.21
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/RemoteIceCandidate.java,BBB web,BBB web,74.80,BBB web,74.80,BBB web,74.80,BBB web,74.80,BBB web,74.80,BBB web,74.80,BBB web,74.80,None,74.80,None,74.80
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/OfficeToPdfConversionSuccessFilter.java,Presentation Conversion,Presentation Conversion,115.69,Presentation Conversion,115.69,Presentation Conversion,115.69,Presentation Conversion,115.69,Presentation Conversion,115.69,Presentation Conversion,115.69,Presentation Conversion,115.69,Presentation Conversion,115.69,Presentation Conversion,115.69
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/OfficeToPdfConversionService.java,Presentation Conversion,Presentation Conversion,147.29,Presentation Conversion,147.29,Presentation Conversion,147.29,Presentation Conversion,147.29,Presentation Conversion,147.29,Presentation Conversion,147.29,Presentation Conversion,147.29,Presentation Conversion,147.29,Presentation Conversion,147.29
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserLeftEvent.java,FreeSWITCH,FreeSWITCH,103.36,FreeSWITCH,103.36,FreeSWITCH,103.36,FreeSWITCH,103.36,FreeSWITCH,103.36,FreeSWITCH,103.36,FreeSWITCH,103.36,FreeSWITCH,103.36,FreeSWITCH,103.36
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/FreeswitchStatusReplyEvent.java,FreeSWITCH,FreeSWITCH,98.67,FreeSWITCH,98.67,FreeSWITCH,98.67,FreeSWITCH,98.67,FreeSWITCH,98.67,FreeSWITCH,98.67,FreeSWITCH,98.67,FreeSWITCH,98.67,FreeSWITCH,98.67
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/HoldUserCommand.java,FreeSWITCH,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35
bigbluebutton,Apps,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageSender.java,Redis PubSub,Redis PubSub,298.85,Redis PubSub,298.85,Redis PubSub,298.85,Redis PubSub,298.85,Redis PubSub,298.85,Redis PubSub,298.85,Redis PubSub,298.85,Redis PubSub,298.85,Redis PubSub,298.85
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/ConnectionManager.java,FreeSWITCH,FreeSWITCH,96.32,FreeSWITCH,96.32,FreeSWITCH,96.32,FreeSWITCH,96.32,FreeSWITCH,96.32,FreeSWITCH,96.32,FreeSWITCH,96.32,FreeSWITCH,96.32,FreeSWITCH,96.32
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PngCreatorImp.java,Presentation Conversion,BBB web,78.85,BBB web,78.85,BBB web,78.85,BBB web,78.85,BBB web,78.85,BBB web,78.85,BBB web,78.85,None,78.85,None,78.85
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/UploadFileTimedoutMessage.java,Presentation Conversion,Presentation Conversion,125.59,Presentation Conversion,125.59,Presentation Conversion,125.59,Presentation Conversion,125.59,Presentation Conversion,125.59,Presentation Conversion,125.59,Presentation Conversion,125.59,Presentation Conversion,125.59,Presentation Conversion,125.59
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceCallStateEvent.java,FreeSWITCH,FreeSWITCH,102.17,FreeSWITCH,102.17,FreeSWITCH,102.17,FreeSWITCH,102.17,FreeSWITCH,102.17,FreeSWITCH,102.17,FreeSWITCH,102.17,FreeSWITCH,102.17,FreeSWITCH,102.17
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/DelayedCommand.java,FreeSWITCH,FreeSWITCH,104.63,FreeSWITCH,104.63,FreeSWITCH,104.63,FreeSWITCH,104.63,FreeSWITCH,104.63,FreeSWITCH,104.63,FreeSWITCH,104.63,FreeSWITCH,104.63,FreeSWITCH,104.63
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserMutedEvent.java,FreeSWITCH,FreeSWITCH,102.61,FreeSWITCH,102.61,FreeSWITCH,102.61,FreeSWITCH,102.61,FreeSWITCH,102.61,FreeSWITCH,102.61,FreeSWITCH,102.61,FreeSWITCH,102.61,FreeSWITCH,102.61
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/outbound/SocketClient.java,FreeSWITCH,FreeSWITCH,89.23,FreeSWITCH,89.23,FreeSWITCH,89.23,FreeSWITCH,89.23,FreeSWITCH,89.23,FreeSWITCH,89.23,FreeSWITCH,89.23,FreeSWITCH,89.23,None,89.23
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAlivePong.java,BBB web,BBB web,74.78,BBB web,74.78,BBB web,74.78,BBB web,74.78,BBB web,74.78,BBB web,74.78,BBB web,74.78,None,74.78,None,74.78
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceConferenceEvent.java,FreeSWITCH,FreeSWITCH,100.30,FreeSWITCH,100.30,FreeSWITCH,100.30,FreeSWITCH,100.30,FreeSWITCH,100.30,FreeSWITCH,100.30,FreeSWITCH,100.30,FreeSWITCH,100.30,FreeSWITCH,100.30
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/SlidesGenerationProgressNotifier.java,Presentation Conversion,Presentation Conversion,102.89,Presentation Conversion,102.89,Presentation Conversion,102.89,Presentation Conversion,102.89,Presentation Conversion,102.89,Presentation Conversion,102.89,Presentation Conversion,102.89,Presentation Conversion,102.89,Presentation Conversion,102.89
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/TextFileCreatorImp.java,Presentation Conversion,BBB web,79.65,BBB web,79.65,BBB web,79.65,BBB web,79.65,BBB web,79.65,BBB web,79.65,BBB web,79.65,None,79.65,None,79.65
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/FreeswitchHeartbeatEvent.java,FreeSWITCH,FreeSWITCH,99.55,FreeSWITCH,99.55,FreeSWITCH,99.55,FreeSWITCH,99.55,FreeSWITCH,99.55,FreeSWITCH,99.55,FreeSWITCH,99.55,FreeSWITCH,99.55,FreeSWITCH,99.55
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/ConferenceCommand.java,FreeSWITCH,FreeSWITCH,100.25,FreeSWITCH,100.25,FreeSWITCH,100.25,FreeSWITCH,100.25,FreeSWITCH,100.25,FreeSWITCH,100.25,FreeSWITCH,100.25,FreeSWITCH,100.25,FreeSWITCH,100.25
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/ForceEjectUserCommand.java,FreeSWITCH,FreeSWITCH,110.10,FreeSWITCH,110.10,FreeSWITCH,110.10,FreeSWITCH,110.10,FreeSWITCH,110.10,FreeSWITCH,110.10,FreeSWITCH,110.10,FreeSWITCH,110.10,FreeSWITCH,110.10
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/UploadedPresentation.java,Presentation Conversion,Presentation Conversion,111.79,Presentation Conversion,111.79,Presentation Conversion,111.79,Presentation Conversion,111.79,Presentation Conversion,111.79,Presentation Conversion,111.79,Presentation Conversion,111.79,Presentation Conversion,111.79,Presentation Conversion,111.79
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnEntry.java,BBB web,BBB web,74.77,BBB web,74.77,BBB web,74.77,BBB web,74.77,BBB web,74.77,BBB web,74.77,BBB web,74.77,None,74.77,None,74.77
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/HeaderParser.java,FreeSWITCH,FreeSWITCH,84.12,FreeSWITCH,84.12,FreeSWITCH,84.12,FreeSWITCH,84.12,FreeSWITCH,84.12,FreeSWITCH,84.12,FreeSWITCH,84.12,FreeSWITCH,84.12,None,84.12
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PngCreator.java,Presentation Conversion,Presentation Conversion,86.19,Presentation Conversion,86.19,Presentation Conversion,86.19,Presentation Conversion,86.19,Presentation Conversion,86.19,Presentation Conversion,86.19,Presentation Conversion,86.19,Presentation Conversion,86.19,None,86.19
bigbluebutton,Apps,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/Shapes.java,None,BBB web,40.24,BBB web,40.24,BBB web,40.24,BBB web,40.24,None,40.24,None,40.24,None,40.24,None,40.24,None,40.24
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/Util.java,Presentation Conversion,Presentation Conversion,81.79,Presentation Conversion,81.79,Presentation Conversion,81.79,Presentation Conversion,81.79,Presentation Conversion,81.79,Presentation Conversion,81.79,Presentation Conversion,81.79,Presentation Conversion,81.79,None,81.79
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/SupportedFileTypes.java,Presentation Conversion,BBB web,77.97,BBB web,77.97,BBB web,77.97,BBB web,77.97,BBB web,77.97,BBB web,77.97,BBB web,77.97,None,77.97,None,77.97
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/InboundPipelineFactory.java,FreeSWITCH,FreeSWITCH,89.67,FreeSWITCH,89.67,FreeSWITCH,89.67,FreeSWITCH,89.67,FreeSWITCH,89.67,FreeSWITCH,89.67,FreeSWITCH,89.67,FreeSWITCH,89.67,None,89.67
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/OfficeDocumentValidator.java,Presentation Conversion,BBB web,76.17,BBB web,76.17,BBB web,76.17,BBB web,76.17,BBB web,76.17,BBB web,76.17,BBB web,76.17,None,76.17,None,76.17
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/GetUsersStatusCommand.java,FreeSWITCH,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/IDelayedCommandListener.java,FreeSWITCH,FreeSWITCH,105.51,FreeSWITCH,105.51,FreeSWITCH,105.51,FreeSWITCH,105.51,FreeSWITCH,105.51,FreeSWITCH,105.51,FreeSWITCH,105.51,FreeSWITCH,105.51,FreeSWITCH,105.51
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/Pdf2PngPageConverterHandler.java,Presentation Conversion,Presentation Conversion,86.60,Presentation Conversion,86.60,Presentation Conversion,86.60,Presentation Conversion,86.60,Presentation Conversion,86.60,Presentation Conversion,86.60,Presentation Conversion,86.60,Presentation Conversion,86.60,None,86.60
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/TextFileCreator.java,Presentation Conversion,Presentation Conversion,86.46,Presentation Conversion,86.46,Presentation Conversion,86.46,Presentation Conversion,86.46,Presentation Conversion,86.46,Presentation Conversion,86.46,Presentation Conversion,86.46,Presentation Conversion,86.46,None,86.46
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/GeneratedSlidesInfoHelper.java,Presentation Conversion,Presentation Conversion,86.60,Presentation Conversion,86.60,Presentation Conversion,86.60,Presentation Conversion,86.60,Presentation Conversion,86.60,Presentation Conversion,86.60,Presentation Conversion,86.60,Presentation Conversion,86.60,None,86.60
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PdfPageDownscaler.java,Presentation Conversion,Presentation Conversion,82.77,Presentation Conversion,82.77,Presentation Conversion,82.77,Presentation Conversion,82.77,Presentation Conversion,82.77,Presentation Conversion,82.77,Presentation Conversion,82.77,Presentation Conversion,82.77,None,82.77
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveService.java,BBB web,Redis PubSub,134.79,Redis PubSub,134.79,Redis PubSub,134.79,Redis PubSub,134.79,Redis PubSub,134.79,Redis PubSub,134.79,Redis PubSub,134.79,Redis PubSub,134.79,Redis PubSub,134.79
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/outbound/example/SimpleHangupPipelineFactory.java,FreeSWITCH,FreeSWITCH,94.32,FreeSWITCH,94.32,FreeSWITCH,94.32,FreeSWITCH,94.32,FreeSWITCH,94.32,FreeSWITCH,94.32,FreeSWITCH,94.32,FreeSWITCH,94.32,FreeSWITCH,94.32
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PageCounterService.java,Presentation Conversion,Presentation Conversion,78.85,Presentation Conversion,78.85,Presentation Conversion,78.85,Presentation Conversion,78.85,Presentation Conversion,78.85,Presentation Conversion,78.85,Presentation Conversion,78.85,None,78.85,None,78.85
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/MuteUserCommand.java,FreeSWITCH,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/message/EslMessage.java,FreeSWITCH,FreeSWITCH,87.29,FreeSWITCH,87.29,FreeSWITCH,87.29,FreeSWITCH,87.29,FreeSWITCH,87.29,FreeSWITCH,87.29,FreeSWITCH,87.29,FreeSWITCH,87.29,None,87.29
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/SendMsg.java,FreeSWITCH,FreeSWITCH,87.26,FreeSWITCH,87.26,FreeSWITCH,87.26,FreeSWITCH,87.26,FreeSWITCH,87.26,FreeSWITCH,87.26,FreeSWITCH,87.26,FreeSWITCH,87.26,None,87.26
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/web/services/IStorageService.java,BBB web,BBB web,74.78,BBB web,74.78,BBB web,74.78,BBB web,74.78,BBB web,74.78,BBB web,74.78,BBB web,74.78,None,74.78,None,74.78
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/FileTypeConstants.java,Presentation Conversion,Presentation Conversion,82.07,Presentation Conversion,82.07,Presentation Conversion,82.07,Presentation Conversion,82.07,Presentation Conversion,82.07,Presentation Conversion,82.07,Presentation Conversion,82.07,Presentation Conversion,82.07,None,82.07
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/response/ConferenceMemberFlags.java,FreeSWITCH,FreeSWITCH,105.02,FreeSWITCH,105.02,FreeSWITCH,105.02,FreeSWITCH,105.02,FreeSWITCH,105.02,FreeSWITCH,105.02,FreeSWITCH,105.02,FreeSWITCH,105.02,FreeSWITCH,105.02
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/manager/internal/ManagerConnectionImpl.java,FreeSWITCH,FreeSWITCH,87.37,FreeSWITCH,87.37,FreeSWITCH,87.37,FreeSWITCH,87.37,FreeSWITCH,87.37,FreeSWITCH,87.37,FreeSWITCH,87.37,FreeSWITCH,87.37,None,87.37
